,Location_ID,Parent_ID,Name,Country_ID,Type,Snippet,Snippet_Language,Temp_Avg_Min_Jan,Temp_Avg_Max_Jan,Temp_Avg_Min_Feb,Temp_Avg_Max_Feb,Temp_Avg_Min_Mar,Temp_Avg_Max_Mar,Temp_Avg_Min_Apr,Temp_Avg_Max_Apr,Temp_Avg_Min_May,Temp_Avg_Max_May,Temp_Avg_Min_Jun,Temp_Avg_Max_Jun,Temp_Avg_Min_Jul,Temp_Avg_Max_Jul,Temp_Avg_Min_Aug,Temp_Avg_Max_Aug,Temp_Avg_Min_Sep,Temp_Avg_Max_Sep,Temp_Avg_Min_Oct,Temp_Avg_Max_Oct,Temp_Avg_Min_Nov,Temp_Avg_Max_Nov,Temp_Avg_Min_Dec,Temp_Avg_Max_Dec,Similarity_Score
112,Khimki,wv__Central_Russia,Khimki,Russia,city,"Known for natural attractions. Recommended places to visit are Khimki Forest, Khimki War Memorial and Mitinskoe Cemetery.",,,,,,,,,,,,,,,,,,,,,,,,,,0.12599005
69,Abu_Dhabi,United_Arab_Emirates,Abu Dhabi,United_Arab_Emirates,city,"Known for dinner. Recommended places to visit are Sheikh Zayed Mosque, Louvre Abu Dhabi and Qasr al-Hosn.",,13.2,24.1,14.6,26.0,17.5,29.5,20.8,34.5,23.8,39.3,26.1,40.8,28.8,42.1,29.5,42.9,26.6,40.4,23.2,36.5,18.7,31.1,15.8,26.3,0.12563343
94,Durban,wv__KwaZulu-Natal,Durban,South_Africa,city,"Known for dinner. Recommended places to visit are uShaka Wet 'n Wild, Durban Botanic Gardens and Juma Mosque.",,21.0,28.0,21.0,29.0,20.0,28.0,17.0,26.0,14.0,25.0,11.0,23.0,10.0,22.0,13.0,24.0,15.0,25.0,17.0,25.0,18.0,26.0,20.0,27.0,0.12563343
34,Sharjah,United_Arab_Emirates,Sharjah,United_Arab_Emirates,city,"Known for museums. Recommended places to visit are Sharjah Museum of Islamic Civilization, Al Hisn Fort and Al Noor Mosque.",,12.1,24.2,12.7,25.2,15.3,28.8,18.3,34.0,21.9,38.5,24.6,40.8,27.5,42.2,27.7,41.7,24.3,39.8,20.6,36.0,16.4,30.9,13.5,26.2,0.12563343
72,Kuala_Lumpur,wv__West_Coast_28Malaysia29,Kuala Lumpur,Malaysia,city,The nation's capital.,,23.4,32.0,23.6,32.8,24.0,33.1,24.3,33.1,24.6,33.0,24.3,32.8,23.8,32.8,23.9,32.3,23.8,32.1,24.0,32.0,23.8,31.7,23.6,31.5,0.12503047
383,Warwick,wv__West_Midlands_28region29,Warwick,United_Kingdom,city,"Known for lunch. Recommended places to visit are Warwick Castle, Collegiate Church of St Mary and The Mill Garden.",,0.9,7.0,0.8,7.5,2.4,10.2,3.6,12.8,6.2,16.5,9.1,19.4,11.3,22.4,11.2,21.9,9.3,18.4,6.5,14.1,3.2,9.8,1.7,7.7,0.12497904
214,Bedford,wv__East_of_England,Bedford,United_Kingdom,city,"Known for lunch. Recommended places to visit are The Higgins Bedford, Bedford Castle and St Paul's Church.",,0.8,6.4,0.6,6.9,2.3,9.7,3.6,12.0,6.2,15.7,9.3,18.6,11.5,21.5,11.6,21.5,9.7,18.2,6.6,14.0,3.3,9.5,1.8,7.2,0.124979034
203,Aberystwyth,wv__Mid_Wales,Aberystwyth,United_Kingdom,city,"Known for lunch. Recommended places to visit are Aberystwyth Castle, St Padarn's Church and Constitution Hill.",,2.5,8.1,2.1,8.2,3.7,10.0,4.7,12.4,7.3,15.5,10.1,17.6,12.4,19.4,12.2,19.2,10.2,17.4,7.9,14.2,4.9,10.9,2.4,8.6,0.12497903
371,Thunder_Bay,wv__Ontario,Thunder Bay,Canada,city,"Known for dinner. Recommended places to visit are Fort William Historical Park, Waverley Park and Terry Fox Memorial.",,-20.6,-8.0,-17.7,-5.0,-10.7,0.6,-3.2,9.2,2.2,16.2,7.1,20.6,11.1,24.3,10.4,23.3,5.5,17.7,-0.9,9.9,-7.7,1.4,-16.0,-5.5,0.12086261
10,Tokyo,wv__Kanto,Tokyo,Japan,city,"Known for places to eat and drink. Recommended places to visit are Tokyo National Museum, Edo-Tokyo Museum and National Museum of Western Art.",,4.63,12.27,4.9,12.53,7.23,15.13,11.27,19.5,15.23,22.93,18.93,25.5,21.97,28.67,22.87,29.63,20.5,26.83,16.2,22.73,11.4,18.57,7.07,14.53,0.12084688
278,Indianapolis,Indiana,Indianapolis,United_States,city,"Known for places to eat and drink. Recommended places to visit are The Children's Museum of Indianapolis, Eiteljorg Museum of American Indians and Western Art and Indianapolis Motor Speedway Museum.",,-6.3888888889999995,2.0,-4.5,4.555555556,0.444444444,10.94444444,5.944444444,17.44444444,11.44444444,22.66666667,16.72222222,27.72222222,18.77777778,29.44444444,18.0,28.88888889,13.44444444,25.33333333,7.055555556,18.5,1.7222222219999999,11.22222222,-4.222222222,3.833333333,0.12084688
287,Kharkiv,wv__Eastern_Ukraine,Kharkiv,Ukraine,city,"Known for drinks. Recommended places to visit are Dormition Cathedral, Park of Maxim Gorky and Annunciation Cathedral.",,-7.0,-2.2,-7.3,-1.6,-2.4,4.3,4.6,14.0,10.3,20.8,14.2,24.3,16.2,26.4,14.9,25.7,9.8,19.4,4.3,12.0,-1.5,3.6,-5.9,-1.1,0.12003927
288,Kitchener2C_Ontario,wv__Ontario,Kitchener,Canada,city,"Known for dinner. Recommended places to visit are Doon Heritage Village, Victoria Park and Schneider Haus.",,-10.3,-2.6,-9.7,-1.2,-5.6,3.6,0.8,11.5,6.4,18.5,11.5,23.6,14.0,26.0,12.9,24.8,8.6,20.4,2.9,13.5,-1.4,6.3,-6.8,0.2,0.11896981
342,Richardson2C_Texas,Texas,Richardson,United_States,city,"Known for lunch. Recommended places to visit are Charles W. Eisemann Center for Performing Arts, Islamic Association of North Texas and The Plinth.",,,,,,,,,,,,,,,,,,,,,,,,,,0.11852469
275,Hildesheim,wv__Lower_Saxony,Hildesheim,Germany,city,"Known for museums. Recommended places to visit are Hildesheim Cathedral, St. Michael's Church and Marienburg Castle.",,,,,,,,,,,,,,,,,,,,,,,,,,0.11841534
19,Budapest,wv__Central_Hungary,Budapest,Hungary,city,"With green filled parks, interesting museums, and a pulsating nightlife, Budapest is one of Europe's most delightful and enjoyable cities.",,-1.6,2.9,0.0,5.5,3.5,10.6,7.6,16.4,12.1,21.9,15.1,24.6,16.8,26.7,16.5,26.6,12.8,21.6,7.9,15.4,2.9,7.7,0.0,4.0,0.118131906
225,Bratislava,wv__Western_Slovakia,Bratislava,Slovakia,city,"Capital of the city, with many cultural and natural destinations.",,-3.4,2.7,-2.3,5.1,1.3,10.3,5.4,16.7,10.2,21.8,13.4,24.9,15.4,27.5,15.0,27.0,11.0,21.7,6.1,15.6,1.8,8.2,-1.9,3.3,0.11672804
251,Dubrovnik,wv__Dalmatia,Dubrovnik,Croatia,city,"Known for natural attractions. Recommended places to visit are Lovrijenac, Porporela and Church of Saint Blaise.",,6.6,12.3,6.8,12.6,8.4,14.4,11.0,16.9,15.3,21.5,18.9,25.3,21.4,28.2,21.6,28.5,18.4,25.1,14.9,21.1,10.7,16.6,7.8,13.4,0.11666709
401,Hanover,wv__Lower_Saxony,Hanover,Germany,city,"Known for relax in a park. Recommended places to visit are Hanover Zoo, Herrenhausen Gardens and New Town Hall.",,-1.1,4.0,-1.1,4.9,1.2,8.9,3.8,13.9,7.8,18.5,10.8,20.9,13.1,23.5,12.9,23.2,9.9,18.9,6.4,13.7,2.8,8.1,-0.2,4.5,0.11643529
104,Hyderabad,wv__Southern_India,Hyderabad,India,city,"Known for natural attractions. Recommended places to visit are Charminar, Chowmahalla Palace and Salar Jung Museum.",,15.9,29.3,18.3,32.4,21.5,35.9,24.4,38.1,26.3,39.4,24.2,34.9,22.8,31.3,22.2,30.1,22.3,31.1,20.6,31.0,17.4,29.6,15.1,28.7,0.11569913
188,Slough,wv__South_East_England,Slough,United_Kingdom,city,"Known for lunch. Recommended places to visit are Windsor Castle, St George's Chapel and Windsor Bridge.",,2.3,8.1,2.1,8.4,3.9,11.3,5.5,14.2,8.7,17.9,11.7,21.0,13.9,23.5,13.7,23.2,11.4,19.9,8.4,15.5,4.9,11.1,2.7,8.3,0.114480436
142,Santorini,wv__Greek_Islands,Santorini,Greece,island,"Known for lunch. Recommended places to visit are Akrotiri, Ancient Thera and Santorini cable car.",,10.0,14.0,10.0,14.0,11.0,16.0,13.0,18.0,17.0,23.0,21.0,27.0,23.0,29.0,23.0,29.0,21.0,26.0,18.0,23.0,14.0,19.0,11.0,15.0,0.11426413
102,Guarulhos,wv__Southeast_28Brazil29,Guarulhos,Brazil,city,"Known for natural attractions. Recommended places to visit are Capela de São Miguel Arcanjo, Our Lady of the Conception Cathedral and Zoológico Municipal.",,20.0,27.22222222,20.0,28.33333333,19.44444444,26.66666667,17.77777778,25.0,14.44444444,22.77777778,13.33333333,21.66666667,11.66666667,21.11111111,12.22222222,22.22222222,13.88888889,22.77777778,16.11111111,24.44444444,17.77777778,26.11111111,18.33333333,26.66666667,0.11380176
119,Leonberg,wv__Baden-WC3BCrttemberg,Leonberg,Germany,city,"Known for natural attractions. Recommended places to visit are Engelberg, Leonberg Castle and Pomeranzengarten.",,,,,,,,,,,,,,,,,,,,,,,,,,0.11328116
57,Basel,wv__Northwestern_Switzerland,Basel,Switzerland,city,"Known for museums. Recommended places to visit are Basel Minster, Basel Zoo and Basel Town Hall.",,-1.1,4.5,-0.5,6.4,2.5,11.2,5.1,15.2,9.2,19.6,12.4,22.9,14.5,25.3,14.2,24.7,10.9,20.3,7.4,15.2,2.7,8.7,0.1,5.2,0.11028133
363,Stratford-upon-Avon,wv__West_Midlands_28region29,Stratford-upon-Avon,United_Kingdom,city,"Known for shows, theatres and music. Recommended places to visit are Anne Hathaway's Cottage, Holy Trinity Church and Harvard House.",,0.7,6.9,0.5,7.5,2.0,10.2,3.2,12.8,5.8,16.5,8.8,19.4,10.9,22.2,10.7,21.7,8.7,18.5,6.0,14.3,2.8,9.9,1.5,7.7,0.1096707
255,Elizabeth2C_New_Jersey,New_Jersey,Elizabeth,United_States,city,"Known for dinner. Recommended places to visit are Boxwood Hall, Union County Park Commission Administration Buildings and South Front Street Bridge.",,,,,,,,,,,,,,,,,,,,,,,,,,0.10953084
234,Chiyoda2C_Tokyo,wv__Kanto,Tokyo/Chiyoda,Japan,city,"The seat of Japanese power (both political and economic) that includes the Imperial Palace, the Ministries near Kasumigaseki, the Parliament in Nagatacho, the corporate headquarters of Marunouchi, and the electronics mecca of Akihabara.",,,,,,,,,,,,,,,,,,,,,,,,,,0.10892697
345,Rochester2C_New_York,New_York_28state29,Rochester,United_States,city,"Known for golf. Recommended places to visit are Memorial Art Gallery, High Falls and George Eastman Museum.",,-8.0,-0.166666667,-7.444444444,1.166666667,-3.4444444439999997,6.0,2.555555556,13.33333333,7.944444444,19.77777778,13.27777778,24.77777778,15.94444444,27.22222222,15.27777778,26.16666667,11.11111111,22.0,5.277777778,15.33333333,0.5555555560000001,8.888888889,-4.722222222,2.5,0.10717984
402,Kansas_City2C_Missouri,Missouri,Kansas City,United_States,city,"Known for dinner. Recommended places to visit are National World War I Museum and Memorial, Nelson-Atkins Museum of Art and Arabia Steamboat Museum.",,-6.1111111110000005,3.75,-3.861111111,6.6388888889999995,1.4444444440000002,13.13888889,7.3888888889999995,19.0,13.13888889,24.08333333,18.41666667,29.02777778,21.22222222,31.77777778,20.27777778,31.11111111,14.94444444,26.38888889,8.555555556,19.63888889,1.861111111,12.05555556,-4.3888888889999995,5.027777778,0.10717984
87,Canberra,wv__New_South_Wales,Canberra,Australia,city,"Known for coffee. Recommended places to visit are Old Parliament House, Australian War Memorial and Parliament House.",,13.7,28.7,13.6,27.7,10.9,24.8,7.1,20.5,3.7,16.3,1.3,12.5,0.2,11.8,1.3,13.5,3.8,16.6,6.4,19.9,9.5,23.3,11.9,26.3,0.107179835
185,Nottingham,wv__East_Midlands,Nottingham,United_Kingdom,city,"Known for drinks. Recommended places to visit are Newstead Abbey, Wollaton Park and Wollaton Hall.",,1.45,6.9,1.2,7.25,2.9,10.0,4.2,12.7,6.95,16.2,9.9,19.05,12.0,21.5,11.95,21.2,9.95,18.15,7.15,13.95,4.0,9.7,1.65,7.0,0.107060045
365,Surrey2C_British_Columbia,wv__British_Columbia,Surrey,Canada,city,"Known for dinner. Recommended places to visit are Como Lake, Hawthorne Park and Canadian Lacrosse Hall of Fame.",,0.9,6.7,1.4,8.7,3.3,11.7,5.3,14.6,8.0,17.9,10.8,20.4,12.5,23.1,12.7,23.6,10.0,20.9,6.3,14.5,3.1,8.7,0.6,6.1,0.107060045
22,Jamaica,,Jamaica,Jamaica,country,"An island of tall mountains, birthplace of reggae and a Commonwealth Realm.",,,,,,,,,,,,,,,,,,,,,,,,,,0.10675286
295,Ljubljana,wv__Central_Slovenia,Ljubljana,Slovenia,city,"Known for lunch. Recommended places to visit are Ljubljana Castle, Triple Bridge and Ljubljana Zoo.",,-2.5,3.4,-2.0,6.4,1.7,11.4,5.8,16.1,10.3,21.4,13.7,24.6,15.5,27.3,15.2,26.7,11.5,21.6,7.7,15.9,2.8,8.8,-1.1,3.8,0.104817785
279,Inverness,wv__Scottish_Highlands,Inverness,United_Kingdom,city,"Known for lunch. Recommended places to visit are Inverness Castle, Inverness Museum and Art Gallery and Inverness Cathedral.",,1.1,6.9,1.2,7.3,2.4,9.3,4.0,11.6,6.4,14.6,9.3,16.9,11.4,18.9,11.2,18.6,8.9,16.1,6.0,12.6,3.5,9.3,1.2,7.0,0.10450329
399,Durham2C_England,wv__North_East_England,Durham,United_Kingdom,city,"Known for lunch. Recommended places to visit are Durham Cathedral, Oriental Museum and Durham Castle.",,0.9,6.6,0.9,7.2,2.3,9.5,3.7,11.9,6.1,15.0,9.0,17.6,11.1,20.1,11.0,19.8,9.0,17.2,6.3,13.3,3.4,9.4,1.1,6.7,0.10450328
318,Norwich,wv__East_of_England,Norwich,United_Kingdom,city,"Known for drinks. Recommended places to visit are Norwich Cathedral, Norwich Castle and Norwich Market.",,,,,,,,,,,,,,,,,,,,,,,,,,0.10450328
233,Chester,wv__North_West_England,Chester,United_Kingdom,city,"Known for places to eat and drink. Recommended places to visit are Chester Zoo, Chester Cathedral and Deva Victrix.",,1.4,7.9,1.4,8.2,3.2,10.7,4.2,13.1,6.8,16.5,10.2,19.1,11.9,21.0,11.7,20.5,9.6,18.1,6.9,14.4,4.0,10.6,1.7,8.0,0.10426758
173,Cambridge,wv__East_of_England,Cambridge,United_Kingdom,city,"Known for lunch. Recommended places to visit are Fitzwilliam Museum, Museum of Archaeology and Anthropology and King's College Chapel.",,1.5,7.35,1.25,7.85,3.05,10.85,4.3,13.55,7.2,17.2,10.2,20.15,12.4,22.95,12.3,22.7,10.2,19.45,7.4,15.05,4.05,10.4,1.8,7.6,0.10274974
351,Sandton,wv__Gauteng,Johannesburg/Sandton,South_Africa,city,"Known for dinner. Recommended places to visit are Statue of Nelson Mandela, Grayston Drive and Nelson Mandela Square.",,,,,,,,,,,,,,,,,,,,,,,,,,0.102736615
39,Wembley,wv__East_of_England,Wembley,United_Kingdom,city,"Known for golf. Recommended places to visit are Wembley Arena, Statue of Bobby Moore and Wembley Library.",,,,,,,,,,,,,,,,,,,,,,,,,,0.102736615
249,Dorval,wv__Quebec,Dorval,Canada,city,"Recommended places to visit are Parc Windsor, Courtland Park and Dorval Library.",,,,,,,,,,,,,,,,,,,,,,,,,,0.1026199
118,Leicester,wv__East_Midlands,Leicester,United_Kingdom,city,"Known for lunch. Recommended places to visit are Abbey Park, National Space Centre and Leicester Abbey.",,0.5,6.7,0.5,7.0,2.1,9.9,3.3,12.4,6.0,16.2,8.7,18.8,10.8,21.6,10.7,21.2,8.8,17.8,6.0,13.7,2.8,9.3,1.3,7.5,0.1026199
120,Leuven,wv__Flanders,Leuven,Belgium,city,"Known for coffee. Recommended places to visit are Sint-Pieterskerk, Kruidtuin and Sint-Donatus Park.",,0.5,5.9,0.4,6.8,2.7,10.6,4.4,14.4,8.4,18.5,11.3,21.1,13.4,23.5,12.8,23.2,10.2,19.5,7.3,15.1,3.9,9.8,1.4,6.3,0.1026199
339,Reading2C_Berkshire,wv__South_East_England,Reading,United_Kingdom,city,"Known for places to eat and drink. Recommended places to visit are Reading Abbey, Basildon Park and Mapledurham Watermill.",,1.9,7.7,1.7,8.0,3.4,10.8,4.7,13.5,7.7,17.0,10.6,20.0,12.7,22.4,12.5,22.1,10.3,19.0,7.6,14.9,4.4,10.7,2.2,7.9,0.1026199
240,Coquitlam,wv__British_Columbia,Coquitlam,Canada,city,"Known for relax in a park. Recommended places to visit are Rocky Point Park, Lafarge Lake and Port Mann Bridge.",,1.4,6.3,1.6,7.9,3.4,10.4,5.5,13.6,8.3,17.1,11.1,19.7,13.2,22.85,13.45,23.1,11.05,19.9,7.3,13.85,3.7,8.6,1.25,5.9,0.1026199
286,Kelowna,wv__British_Columbia,Kelowna,Canada,city,"Known for dinner. Recommended places to visit are William R. Bennett Bridge, Stuart Park and Knox Mountain Park.",,-5.8,0.8,-5.3,3.6,-2.0,10.1,1.3,15.5,5.4,20.2,9.1,24.2,11.1,27.9,10.6,27.6,5.9,21.7,1.3,13.4,-2.4,5.6,-5.9,0.7,0.1026199
331,Plano2C_Texas,Texas,Plano,United_States,city,"Known for dinner. Recommended places to visit are Arbor Hills Nature Preserve, Heritage Farmstead Museum and Oak Point Park and Nature Preserve.",,,,,,,,,,,,,,,,,,,,,,,,,,0.1026199
201,Milton_Keynes,wv__South_East_England,Milton Keynes,United_Kingdom,city,"Known for lunch. Recommended places to visit are Bletchley Park, The National Museum of Computing and National Bowl.",,1.3,7.0,0.9,7.4,2.7,10.3,3.8,13.1,6.5,16.6,9.4,19.6,11.7,22.1,11.6,21.9,9.6,18.7,7.0,14.4,3.8,10.0,1.5,7.2,0.1026199
187,Bicester,wv__South_East_England,Bicester,United_Kingdom,city,"Recommended places to visit are Bure Park, Bicester and Garth Park.",,1.0,7.0,1.0,7.0,3.0,10.0,4.0,13.0,7.0,16.0,10.0,20.0,12.0,22.0,12.0,21.0,10.0,18.0,7.0,14.0,4.0,10.0,2.0,7.0,0.1026199
177,Ottawa,wv__Ontario,Ottawa,Canada,city,"Known for relax in a park. Recommended places to visit are Parliament Hill, Canadian Museum of History and National Gallery of Canada.",,-14.6,-5.8,-12.6,-3.25,-6.9,2.45,1.25,11.5,7.75,19.0,13.1,24.1,15.6,26.55,14.4,25.35,9.85,20.45,3.65,12.75,-1.95,5.45,-9.65,-2.15,0.1026199
105,Incheon,wv__Gyeonggi,Incheon,South_Korea,city,"Known for relax in a park. Recommended places to visit are Museum of Korean Culture, Incheon Grand Park and Gyeyangsan.",,-5.4,1.7,-3.1,4.4,1.7,9.6,7.6,16.1,12.8,21.3,17.6,25.4,21.5,27.6,22.4,29.0,17.5,25.5,11.0,19.7,3.9,11.8,-2.6,4.7,0.1026199
211,Barrie,wv__Ontario,Barrie,Canada,city,"Known for dinner. Recommended places to visit are MacLaren Art Centre, Spirit Catcher and Sunnidale Park.",,-12.4,-2.9,-11.7,-1.5,-7.4,3.2,0.2,11.0,6.5,18.1,12.3,23.6,15.3,26.3,14.3,25.1,10.0,20.7,3.9,13.5,-1.0,6.5,-7.3,0.4,0.1026199
391,Windsor2C_Ontario,wv__Ontario,Windsor,Canada,city,"Known for dinner. Recommended places to visit are Windsor Sculpture Park, Ambassador Bridge and The North Wall.",,-6.85,0.05,-5.7,2.0,-2.0,7.2,3.8,14.5,9.55,20.65,15.5,26.4,18.0,28.55,17.35,27.35,13.1,23.6,7.0,16.3,1.75,9.25,-3.7,2.55,0.1026199
241,Crawley,wv__South_East_England,Crawley,United_Kingdom,city,"Known for lunch. Recommended places to visit are Target Hill Park, Tilgate Park and Tilgate Lake.",,1.1,7.3,0.8,7.6,2.3,10.4,3.7,12.8,6.8,16.7,9.6,19.5,11.9,22.2,11.5,22.1,9.2,18.9,6.5,14.8,3.2,10.5,2.0,8.2,0.1026199
58,Zaventem,wv__Flanders,Zaventem,Belgium,city,"Recommended places to visit are CC De Factorij, Feldheim Park and Parklaan.",,,,,,,,,,,,,,,,,,,,,,,,,,0.1026199
60,Adelaide,wv__South_Australia,Adelaide,Australia,city,"Known for relax in a park. Recommended places to visit are Art Gallery of South Australia, North Terrace and Victoria Square.",,16.7,28.9,16.75,28.8,14.95,26.05,12.2,22.55,10.0,18.8,7.9,16.0,7.35,15.2,7.9,16.3,9.35,18.65,11.15,21.7,13.5,24.65,15.15,26.6,0.1026199
385,Waterloo2C_Ontario,wv__Ontario,Waterloo,Canada,city,"Known for lunch. Recommended places to visit are Canadian Clay and Glass Gallery, Waterloo Park and West Montrose Covered Bridge.",,-10.3,-2.6,-9.7,-1.2,-5.6,3.6,0.8,11.5,6.4,18.5,11.5,23.6,14.0,26.0,12.9,24.8,8.6,20.4,2.9,13.5,-1.4,6.3,-6.8,0.2,0.1026199
355,Sheffield,wv__Yorkshire,Sheffield,United_Kingdom,city,"Known for drinks. Recommended places to visit are National Emergency Services Museum, Sheffield Botanical Gardens and Weston Park.",,1.9,6.8,1.7,7.1,3.3,9.8,4.8,12.5,7.5,16.1,10.5,18.8,12.7,21.1,12.4,20.6,10.3,17.7,7.5,13.5,4.5,9.5,2.3,6.9,0.102619894
43,Eschborn,wv__Hesse,Eschborn,Germany,city,"Recommended places to visit are Heimatmuseum Eschborn, Süd-West-Park and Eschborn Süd.",,,,,,,,,,,,,,,,,,,,,,,,,,0.102619894
1,Dubai,United_Arab_Emirates,Dubai,United_Arab_Emirates,city,"Known for coffee. Recommended places to visit are Dubai Museum, Burj Khalifa and Wild Wadi Water Park.",,14.3,23.9,15.5,25.4,18.3,28.9,21.7,33.3,25.1,37.7,27.3,39.5,30.0,40.9,30.4,41.3,27.7,38.9,24.1,35.4,20.1,30.6,16.3,26.2,0.102619894
269,Halton_Hills,wv__Ontario,Halton Hills,Canada,city,"Known for golf. Recommended places to visit are Tanners Drive Park, Acton Curling Club and Scotch Block.",,-10.9,-1.7,-10.2,-0.2,-6.4,4.6,-0.2,12.1,5.3,19.1,10.4,24.4,13.0,26.9,12.1,25.8,8.1,21.4,2.4,14.3,-1.7,7.3,-6.9,1.1,0.102619894
55,Yokohama,wv__Kanto,Yokohama,Japan,city,"Known for relax in a park. Recommended places to visit are Sankei-en, Nogeyama Zoo and Yamashita Park.",,2.3,9.9,2.6,10.3,5.3,13.2,10.4,18.5,15.0,22.4,18.6,24.9,22.4,28.7,24.0,30.6,20.6,26.7,15.0,21.5,9.6,16.7,4.9,12.4,0.10243988
334,Portland2C_Oregon,Oregon,Portland,United_States,city,"Known for natural attractions. Recommended places to visit are Oregon Museum of Science and Industry, Portland Art Museum and Washington Park.",,2.111111111,8.333333332999999,2.388888889,10.72222222,4.222222222,13.72222222,6.166666667,16.33333333,9.222222222000001,20.0,12.0,23.05555556,14.33333333,27.0,14.44444444,27.27777778,11.72222222,24.33333333,7.777777778,17.66666667,4.722222222,11.55555556,1.7777777780000001,7.555555556,0.10197063
264,Fremont2C_California,California,Fremont,United_States,city,"Known for natural attractions. Recommended places to visit are Mission Peak, Ardenwood Historic Farm and Coyote Hills Regional Park.",,5.666666667,14.5,6.833333333,16.44444444,7.944444444,18.5,9.166666667000001,20.55555556,10.88888889,22.16666667,12.66666667,24.11111111,13.66666667,25.61111111,13.77777778,26.11111111,13.05555556,25.72222222,10.94444444,22.66666667,7.833333333,18.0,5.833333333,14.33333333,0.10197062
235,Cincinnati,Ohio,Cincinnati,United_States,city,"Regional hub of 3 million residents (Cincinnati Metro and Dayton Metro), the ""Queen City"" is home to the Bengals and Reds.",,-5.0,3.722222222,-3.333333333,6.055555556,1.111111111,11.77777778,6.5,18.16666667,11.77777778,23.16666667,16.66666667,27.83333333,18.94444444,29.77777778,18.22222222,29.38888889,13.88888889,25.61111111,7.5,19.0,2.333333333,12.22222222,-3.0,5.333333333,0.10185662
392,Woking,wv__South_East_England,Woking,United_Kingdom,city,"Known for lunch. Recommended places to visit are Brookwood Cemetery, The Lightbox and Woking Park.",,,,,,,,,,,,,,,,,,,,,,,,,,0.10139623
216,Bellevue2C_Washington,Washington_28state29,Bellevue,United_States,city,"Known for dinner. Recommended places to visit are Downtown Park, Bellevue Botanical Garden and KidsQuest Children's Museum.",,0.0,6.1111111110000005,1.6666666669999999,8.333333332999999,3.333333333,12.22222222,5.555555556,14.44444444,8.333333332999999,18.88888889,11.11111111,21.11111111,12.77777778,25.0,13.88888889,25.55555556,11.11111111,21.66666667,7.777777778,15.55555556,4.444444444,10.55555556,1.111111111,6.666666667,0.10045676
296,Lucerne,wv__Central_Switzerland,Lucerne,Switzerland,city,"Known for dinner. Recommended places to visit are Rigi, Lion Monument and Verkehrshaus der Schweiz.",,-2.3,3.4,-2.0,5.2,1.1,10.3,4.3,14.4,8.9,19.1,12.1,22.2,14.2,24.7,13.9,23.8,10.6,19.4,6.7,14.3,1.6,7.8,-1.0,4.3,0.100243285
394,Yangon,wv__Irrawaddy,Yangon,Myanmar,city,"Known for dinner. Recommended places to visit are Shwedagon Pagoda, National Museum of Myanmar and Kandawgyi Lake.",,16.7,33.2,18.4,35.2,21.0,36.7,23.8,37.5,24.3,34.2,23.6,30.8,23.2,30.3,23.2,30.0,23.2,30.9,23.1,32.2,21.3,33.1,17.8,32.5,0.099047296
377,Vilnius,wv__DzC5ABkija,Vilnius,Lithuania,city,"Known for dinner. Recommended places to visit are Vilnius Castle Complex, Energy and Technology Museum and Verkiai Palace.",,-6.6,-1.9,-6.8,-1.2,-3.4,3.8,2.1,12.0,7.3,18.4,10.6,20.8,13.0,23.2,12.1,22.4,7.9,16.6,3.6,10.2,-1.1,3.2,-5.2,-0.8,0.09848151
397,Zagreb,wv__Central_Croatia,Zagreb,Croatia,city,"Known for natural attractions. Recommended places to visit are Museum of Broken Relationships, Klovi?evi Dvori Gallery and Zagreb Zoo.",,-3.0,3.7,-1.8,6.8,1.6,11.9,5.2,16.3,9.8,21.5,13.0,24.5,14.7,26.7,14.4,26.3,10.8,22.1,6.2,15.8,1.4,8.9,-1.7,4.6,0.09717845
50,Vantaa,wv__Southern_Finland,Vantaa,Finland,city,To the north of Helsinki have ample services and shopping opportunities by the newly opened Airport ring track with trains I and P circling in opposite directions.,,-8.1,-2.4,-8.9,-2.7,-5.4,1.5,-0.2,8.7,4.8,15.8,9.5,19.6,12.6,22.5,11.3,20.5,6.9,14.8,2.7,8.6,-2.1,2.6,-6.0,-0.7,0.095126025
113,Khobar,wv__Eastern_Province_28Saudi_Arabia29,Khobar,Saudi_Arabia,city,"Known for dinner. Recommended places to visit are Mondo Fountain Park, Desert Designs and Suwaiket Tower.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0951099
309,Minsk,wv__Minsk_Region,Minsk,Belarus,city,"Known for museums. Recommended places to visit are Belarusian Great Patriotic War Museum, Minsk Zoo and Gorky Park.",,-6.7,-2.1,-7.0,-1.4,-3.2,3.8,2.6,12.2,8.1,18.7,11.7,21.5,13.8,23.6,12.8,22.8,8.2,16.7,3.7,10.2,-1.3,2.9,-5.5,-1.2,0.09335504
137,Pretoria,wv__Gauteng,Pretoria,South_Africa,city,"Known for relax in a park. Recommended places to visit are Pretoria Zoo, Union Buildings and Kruger House.",,17.8,28.5,17.3,28.0,16.1,26.9,12.6,24.1,8.2,21.8,4.8,18.9,4.8,19.5,7.6,22.1,11.9,25.5,14.4,26.6,15.8,27.0,16.8,28.0,0.09335504
47,Troy,wv__Marmara_28region29,Troy,Turkey,city,"Ruins of what legendary Trojan War was fought for, complete with its (re-constructed) wooden horse.",,,,,,,,,,,,,,,,,,,,,,,,,,0.091537885
